Country,Date,DailyRevenue,UniqueCustomers,Transactions,TotalQuantity
United Kingdom,2011-07-28,47704.48,83,115,24964
United Kingdom,2011-07-29,16771.56,57,67,10689
United Kingdom,2011-07-31,13663.77,32,38,10825
United Kingdom,2011-08-01,19514.1,36,49,9124
United Kingdom,2011-08-02,8393.72,44,52,11789
United Kingdom,2011-08-03,25407.48,65,79,14653
United Kingdom,2011-08-04,57103.74,69,85,35656
United Kingdom,2011-08-05,16882.420000000002,44,59,9960
United Kingdom,2011-08-07,7356.72,27,32,5020
United Kingdom,2011-08-08,17519.96,44,51,11595
United Kingdom,2011-08-09,14156.06,48,56,7397
United Kingdom,2011-08-10,25109.14,45,55,12652
United Kingdom,2011-08-11,50256.84,65,78,23323
United Kingdom,2011-08-12,4616.000000000001,34,52,8653
United Kingdom,2011-08-14,5542.99,28,34,3134
United Kingdom,2011-08-15,13072.03,43,49,7163
United Kingdom,2011-08-16,18666.21,44,58,11052
United Kingdom,2011-08-17,45644.18,41,56,21800
United Kingdom,2011-08-18,25867.35,76,92,17442
United Kingdom,2011-08-19,12793.88,48,50,7953
United Kingdom,2011-08-21,11807.960000000001,31,35,6758
United Kingdom,2011-08-22,24964.51,54,62,14060
United Kingdom,2011-08-23,17694.170000000002,49,55,11553
United Kingdom,2011-08-24,34445.22,71,91,27393
United Kingdom,2011-08-25,18201.81,69,82,10696
United Kingdom,2011-08-26,14723.4,37,46,10106
United Kingdom,2011-08-28,9538.29,35,38,5970
United Kingdom,2011-08-30,31259.13,24,45,10092
United Kingdom,2011-08-31,8593.189999999999,61,105,4810
United Kingdom,2011-09-01,29027.47,66,73,22127
United Kingdom,2011-09-02,37898.64,56,94,8802
United Kingdom,2011-09-04,13106.92,39,46,7552
United Kingdom,2011-09-05,25870.38,51,66,17250
United Kingdom,2011-09-06,22615.99,50,63,12993
United Kingdom,2011-09-07,27820.6,40,53,12697
United Kingdom,2011-09-08,19513.4,56,79,13213
United Kingdom,2011-09-09,23175.47,59,77,12445
United Kingdom,2011-09-11,33699.2,64,74,20027
United Kingdom,2011-09-12,29039.31,80,96,17086
United Kingdom,2011-09-13,41819.53,59,77,27522
United Kingdom,2011-09-14,21051.420000000002,63,86,7641
United Kingdom,2011-09-15,58886.13,85,106,27462
United Kingdom,2011-09-16,24131.7,44,77,14399
United Kingdom,2011-09-18,15692.33,25,28,8966
United Kingdom,2011-09-19,18754.43,64,80,12015
United Kingdom,2011-09-20,106404.03,49,68,42212
United Kingdom,2011-09-21,35089.43,72,92,15807
United Kingdom,2011-09-22,45921.16,96,130,25854
United Kingdom,2011-09-23,31530.01,63,88,16501
United Kingdom,2011-09-25,28587.751,68,72,18000
United Kingdom,2011-09-26,26199.501,61,73,13809
United Kingdom,2011-09-27,34122.21,77,107,20279
United Kingdom,2011-09-28,36542.73,82,94,21828
United Kingdom,2011-09-29,40072.92,88,107,24451
United Kingdom,2011-09-30,35445.49,63,84,17552
United Kingdom,2011-10-02,11623.58,32,36,8380
United Kingdom,2011-10-03,63883.08,50,88,24500
United Kingdom,2011-10-04,47126.83,66,93,18304
United Kingdom,2011-10-05,48142.13,72,89,32884
United Kingdom,2011-10-06,47621.27,139,197,26808
United Kingdom,2011-10-07,40727.67,67,95,25657
United Kingdom,2011-10-09,11922.24,35,41,7275
United Kingdom,2011-10-10,38509.86,87,128,22661
United Kingdom,2011-10-11,28532.22,68,93,13093
United Kingdom,2011-10-12,24385.49,59,85,13623
United Kingdom,2011-10-13,27039.99,67,94,13324
United Kingdom,2011-10-14,25942.87,51,73,14069
United Kingdom,2011-10-16,21605.44,32,39,8311
United Kingdom,2011-10-17,35468.96,74,87,19325
United Kingdom,2011-10-18,37683.61,69,97,25043
United Kingdom,2011-10-19,27795.51,75,93,14974
United Kingdom,2011-10-20,28927.37,82,95,16297
United Kingdom,2011-10-21,55166.409999999996,51,58,20318
United Kingdom,2011-10-23,12318.11,39,44,7070
United Kingdom,2011-10-24,36737.65,77,134,20907
United Kingdom,2011-10-25,37332.37,66,107,22477
United Kingdom,2011-10-26,33292.81,75,98,18698
United Kingdom,2011-10-27,33552.98,100,119,24255
United Kingdom,2011-10-28,27225.77,60,89,17042
United Kingdom,2011-10-30,30556.170000000002,82,91,17656
United Kingdom,2011-10-31,44317.8,53,98,2661
United Kingdom,2011-11-01,24744.69,82,98,14758
United Kingdom,2011-11-02,38497.12,79,105,24463
United Kingdom,2011-11-03,59169.23,85,113,31841
United Kingdom,2011-11-04,55433.39,94,128,31177
United Kingdom,2011-11-06,33126.79,81,96,18339
United Kingdom,2011-11-07,67032.56,82,103,25943
United Kingdom,2011-11-08,54482.33,111,131,24889
United Kingdom,2011-11-09,60272.72,97,121,35075
United Kingdom,2011-11-10,54935.28,123,162,27859
United Kingdom,2011-11-11,46157.4,75,98,23471
United Kingdom,2011-11-13,28355.85,72,87,17269
United Kingdom,2011-11-14,106778.73,95,135,42892
United Kingdom,2011-11-15,51108.23,90,130,24741
United Kingdom,2011-11-16,53767.31,106,143,23065
United Kingdom,2011-11-17,41183.43,108,142,22279
United Kingdom,2011-11-18,40370.21,110,142,20178
United Kingdom,2011-11-20,31426.46,83,96,17822
United Kingdom,2011-11-21,44022.22,88,112,21875
United Kingdom,2011-11-22,56263.84,117,158,31938
United Kingdom,2011-11-23,63137.7,102,136,27569
United Kingdom,2011-11-24,39692.05,91,128,19860
United Kingdom,2011-11-25,46800.62,65,91,29470
United Kingdom,2011-11-27,19741.59,50,59,10936
United Kingdom,2011-11-28,51529.37,94,115,26796
United Kingdom,2011-11-29,64927.28,106,140,26807
United Kingdom,2011-11-30,49849.38,104,144,20969
United Kingdom,2011-12-01,47903.43,142,158,25308
United Kingdom,2011-12-02,53417.45,87,128,24457
United Kingdom,2011-12-04,21580.48,51,65,10816
United Kingdom,2011-12-05,54715.25,103,137,42414
United Kingdom,2011-12-06,50307.31,115,136,27191
United Kingdom,2011-12-07,55028.58,88,121,27611
United Kingdom,2011-12-08,78437.9,111,136,32576
United Kingdom,2011-12-09,27345.030000000002,31,41,9534
